"","exp_no","employee_no","date","amount"
"7152","E07152","Emp0145",2021-03-19,480.763559664134
"7153","E07153","Emp0119",2021-03-19,564.67215285101
"7154","E07154","Emp1084",2021-03-19,63.4111973741092
"7155","E07155","Emp1393",2021-03-19,332.283175926423
"7156","E07156","Emp1343",2021-03-19,435.260605810676
"7157","E07157","Emp0581",2021-03-19,917.830192229478
"7158","E07158","Emp0337",2021-03-19,363.522990216967
"7159","E07159","Emp0421",2021-03-19,825.804677820764
"7160","E07160","Emp1259",2021-03-19,2.17070875386707
"7161","E07161","Emp1211",2021-03-19,866.593365018489
"7162","E07162","Emp0543",2021-03-19,288.995449452195
"7163","E07163","Emp0698",2021-03-19,838.977433725959
"7164","E07164","Emp0724",2021-03-19,606.611490730196
"7165","E07165","Emp0176",2021-03-19,585.757403249154
"7166","E07166","Emp0866",2021-03-19,232.246087799547
"7167","E07167","Emp1227",2021-03-19,358.081074797316
"7168","E07168","Emp0125",2021-03-19,594.724246183643
"7169","E07169","Emp0714",2021-03-19,469.145642451243
"7170","E07170","Emp1248",2021-03-19,248.892581790686
"7171","E07171","Emp0701",2021-03-19,804.298463992309
"7172","E07172","Emp0394",2021-03-19,1.01849036314525
"7173","E07173","Emp0450",2021-03-19,109.470306089148
"7174","E07174","Emp0908",2021-03-19,365.443935308373
"7175","E07175","Emp0872",2021-03-19,155.744600344915
"7176","E07176","Emp1164",2021-03-19,812.40107044694
"7177","E07177","Emp0792",2021-03-19,402.762545974925
"7178","E07178","Emp1127",2021-03-19,978.360328291776
"7179","E07179","Emp1438",2021-03-19,916.736950875027
"7180","E07180","Emp1485",2021-03-19,508.500251554418
"7181","E07181","Emp0444",2021-03-19,688.405615119264
"7182","E07182","Emp1520",2021-03-19,700.238271052483
"7183","E07183","Emp0740",2021-03-19,338.591758473078
"7184","E07184","Emp0113",2021-03-19,857.389415129786
"7185","E07185","Emp0021",2021-03-19,152.953135608928
"7186","E07186","Emp0278",2021-03-19,432.112689578207
"7187","E07187","Emp0282",2021-03-19,115.387451637071
"7188","E07188","Emp0176",2021-03-19,530.447414082475
"7189","E07189","Emp0413",2021-03-19,497.223358322866
"7190","E07190","Emp1447",2021-03-19,290.284109022235
"7191","E07191","Emp1227",2021-03-19,11.4249274493195
"7192","E07192","Emp0009",2021-03-19,438.20048632659
"7193","E07193","Emp0358",2021-03-19,381.439159842441
"7194","E07194","Emp0790",2021-03-19,495.893983668648
"7195","E07195","Emp0152",2021-03-19,575.968475443078
"7196","E07196","Emp0221",2021-03-19,258.934539964655
"7197","E07197","Emp1250",2021-03-19,835.18439001427
"7198","E07198","Emp1191",2021-03-19,454.213712768396
"7199","E07199","Emp0566",2021-03-19,396.255004376173
"7200","E07200","Emp0419",2021-03-19,688.451445261948
"7201","E07201","Emp0209",2021-03-19,29.5365780917928
"7202","E07202","Emp0027",2021-03-19,605.075405003969
"7203","E07203","Emp1160",2021-03-19,600.814163758885
"7204","E07204","Emp0784",2021-03-19,292.756113920128
"7205","E07205","Emp1568",2021-03-19,722.568684066646
"7206","E07206","Emp0618",2021-03-19,796.410582999932
"7207","E07207","Emp0817",2021-03-19,404.362255576532
"7208","E07208","Emp0496",2021-03-19,546.246001821011
"7209","E07209","Emp0612",2021-03-19,141.564885709202
"7210","E07210","Emp0138",2021-03-19,897.979121178621
"7211","E07211","Emp1101",2021-03-19,722.725310316775
"7212","E07212","Emp0260",2021-03-19,361.767844335642
"7213","E07213","Emp1613",2021-03-19,581.308932627086
"7214","E07214","Emp0772",2021-03-19,863.628662594361
"7215","E07215","Emp1199",2021-03-19,248.256792415865
"7216","E07216","Emp1049",2021-03-19,852.218640841544
"7217","E07217","Emp1306",2021-03-19,621.861796810525
"7218","E07218","Emp1317",2021-03-19,779.461973059224
"7219","E07219","Emp1559",2021-03-19,788.523823826807
"7220","E07220","Emp0688",2021-03-19,93.2979683221783
"7221","E07221","Emp1329",2021-03-19,450.48359816242
"7222","E07222","Emp0331",2021-03-19,119.04537834879
"7223","E07223","Emp0207",2021-03-19,930.748532646801
"7224","E07224","Emp0620",2021-03-19,511.071684574243
"7225","E07225","Emp1186",2021-03-19,328.509202909423
"7226","E07226","Emp1111",2021-03-19,511.466057887767
"7227","E07227","Emp0315",2021-03-19,768.907909397501
"7228","E07228","Emp0223",2021-03-19,964.060780890984
"7229","E07229","Emp0154",2021-03-19,897.802472443553
"7230","E07230","Emp1166",2021-03-19,324.700326264603
"7231","E07231","Emp1234",2021-03-19,707.743900333764
"7232","E07232","Emp0385",2021-03-19,675.905292746145
"7233","E07233","Emp1177",2021-03-20,745.779035308631
"7234","E07234","Emp1308",2021-03-20,526.867476254469
"7235","E07235","Emp0817",2021-03-20,258.52356056287
"7236","E07236","Emp0607",2021-03-20,463.03509740415
"7237","E07237","Emp0003",2021-03-20,105.122619866859
"7238","E07238","Emp1518",2021-03-20,685.138207342708
"7239","E07239","Emp0765",2021-03-20,992.786858514417
"7240","E07240","Emp0227",2021-03-20,197.040624775225
"7241","E07241","Emp1033",2021-03-20,273.783458977006
"7242","E07242","Emp1262",2021-03-20,418.448834558949
"7243","E07243","Emp1582",2021-03-20,903.624392679427
"7244","E07244","Emp0493",2021-03-20,221.83771642996
"7245","E07245","Emp0652",2021-03-20,115.31897484092
"7246","E07246","Emp1391",2021-03-20,594.838564287173
"7247","E07247","Emp0903",2021-03-20,922.372235323535
"7248","E07248","Emp1140",2021-03-20,188.161522155162
"7249","E07249","Emp1235",2021-03-20,76.6811959121842
"7250","E07250","Emp0641",2021-03-20,752.86673656106
"7251","E07251","Emp0212",2021-03-20,627.058497846592
"7252","E07252","Emp0081",2021-03-20,740.93703360972
"7253","E07253","Emp0237",2021-03-20,814.774040313205
"7254","E07254","Emp1370",2021-03-20,602.696828367421
"7255","E07255","Emp0002",2021-03-20,937.241177518619
"7256","E07256","Emp0333",2021-03-20,224.90181185375
"7257","E07257","Emp1198",2021-03-20,332.614623623202
"7258","E07258","Emp0424",2021-03-20,770.045994912507
"7259","E07259","Emp1477",2021-03-20,456.207927799085
"7260","E07260","Emp0243",2021-03-20,974.312767446972
"7261","E07261","Emp0926",2021-03-20,297.387885807315
"7262","E07262","Emp0803",2021-03-20,749.360555266961
"7263","E07263","Emp0387",2021-03-20,717.833450113656
"7264","E07264","Emp0080",2021-03-20,705.600051873596
"7265","E07265","Emp0635",2021-03-20,283.901384061901
"7266","E07266","Emp0315",2021-03-20,939.854029231006
"7267","E07267","Emp0504",2021-03-20,878.835822245572
"7268","E07268","Emp0645",2021-03-20,442.12010860513
"7269","E07269","Emp0510",2021-03-20,908.347641332308
"7270","E07270","Emp1099",2021-03-20,915.518830545945
"7271","E07271","Emp1134",2021-03-20,348.227003786946
"7272","E07272","Emp0678",2021-03-20,314.536005824339
"7273","E07273","Emp0268",2021-03-20,657.947758623399
"7274","E07274","Emp0552",2021-03-20,337.091562589398
"7275","E07275","Emp1092",2021-03-20,591.574883890571
"7276","E07276","Emp0207",2021-03-20,452.247276661918
"7277","E07277","Emp0207",2021-03-20,729.705543006072
"7278","E07278","Emp1108",2021-03-20,228.240577150369
"7279","E07279","Emp1644",2021-03-20,238.484988460783
"7280","E07280","Emp0742",2021-03-20,492.855190700153
"7281","E07281","Emp1146",2021-03-20,631.126655227738
"7282","E07282","Emp0223",2021-03-20,696.448008978041
"7283","E07283","Emp0602",2021-03-20,217.83046711213
"7284","E07284","Emp0499",2021-03-20,802.795639520744
"7285","E07285","Emp1037",2021-03-20,338.873485363554
"7286","E07286","Emp0700",2021-03-20,902.960381979356
"7287","E07287","Emp0297",2021-03-20,563.156176833902
"7288","E07288","Emp1255",2021-03-20,711.374226523796
"7289","E07289","Emp0590",2021-03-20,638.71118285018
"7290","E07290","Emp1328",2021-03-20,508.152970226714
"7291","E07291","Emp0006",2021-03-20,144.9857701289
"7292","E07292","Emp0490",2021-03-20,653.574181473348
"7293","E07293","Emp0741",2021-03-20,274.228210185654
"7294","E07294","Emp1590",2021-03-20,577.350633286405
"7295","E07295","Emp0456",2021-03-20,517.956552160205
"7296","E07296","Emp1187",2021-03-20,930.2832604961
"7297","E07297","Emp1211",2021-03-20,111.245780088939
"7298","E07298","Emp0495",2021-03-20,673.051125919912
"7299","E07299","Emp0396",2021-03-20,974.424424398923
"7300","E07300","Emp1358",2021-03-20,524.519415055402
"7301","E07301","Emp1071",2021-03-20,779.705894431565
"7302","E07302","Emp1315",2021-03-20,308.019816006301
"7303","E07303","Emp1101",2021-03-20,98.9098832032178
"7304","E07304","Emp1469",2021-03-20,395.536014763638
"7305","E07305","Emp0976",2021-03-20,395.191245259717
"7306","E07306","Emp1368",2021-03-20,562.300470646238
"7307","E07307","Emp1328",2021-03-20,832.337348124245
"7308","E07308","Emp0108",2021-03-21,857.307139003184
"7309","E07309","Emp1649",2021-03-21,782.38157151104
"7310","E07310","Emp0702",2021-03-21,879.764126397436
"7311","E07311","Emp0961",2021-03-21,736.230371041689
"7312","E07312","Emp1331",2021-03-21,281.776729340665
"7313","E07313","Emp0661",2021-03-21,84.9491105629131
"7314","E07314","Emp0515",2021-03-21,875.787098978646
"7315","E07315","Emp0758",2021-03-21,343.277251151158
"7316","E07316","Emp1646",2021-03-21,852.478311411804
"7317","E07317","Emp0281",2021-03-21,890.425801437348
"7318","E07318","Emp0308",2021-03-21,517.67510694568
"7319","E07319","Emp0262",2021-03-21,813.884188533993
"7320","E07320","Emp1509",2021-03-21,871.553507100791
"7321","E07321","Emp0147",2021-03-21,851.791473097168
"7322","E07322","Emp0785",2021-03-21,754.813834950561
"7323","E07323","Emp0560",2021-03-21,471.261256328085
"7324","E07324","Emp0929",2021-03-21,774.044362715445
"7325","E07325","Emp1174",2021-03-21,686.21566972672
"7326","E07326","Emp0411",2021-03-21,193.331557247555
"7327","E07327","Emp1225",2021-03-21,923.200673371786
"7328","E07328","Emp0417",2021-03-21,854.338882019278
"7329","E07329","Emp0080",2021-03-21,311.984538768185
"7330","E07330","Emp1243",2021-03-21,499.708241231274
"7331","E07331","Emp0865",2021-03-21,697.457152499817
"7332","E07332","Emp0562",2021-03-21,429.143604546087
"7333","E07333","Emp0047",2021-03-21,696.591138042277
"7334","E07334","Emp1490",2021-03-21,688.830930919852
"7335","E07335","Emp1024",2021-03-21,934.982540642144
"7336","E07336","Emp0832",2021-03-21,978.44682118413
"7337","E07337","Emp1285",2021-03-21,544.491074814228
"7338","E07338","Emp0374",2021-03-21,359.508102619555
"7339","E07339","Emp0313",2021-03-21,197.075651679887
"7340","E07340","Emp0319",2021-03-21,346.296291680774
"7341","E07341","Emp0923",2021-03-21,253.9054002997
"7342","E07342","Emp0859",2021-03-21,611.027068067342
"7343","E07343","Emp1352",2021-03-21,873.813352322904
"7344","E07344","Emp0084",2021-03-21,601.773604616988
"7345","E07345","Emp1082",2021-03-21,712.824656709796
"7346","E07346","Emp1130",2021-03-21,648.685161522124
"7347","E07347","Emp0086",2021-03-21,746.335347638931
"7348","E07348","Emp0559",2021-03-21,36.5361438461114
"7349","E07349","Emp0053",2021-03-21,78.3116172638256
"7350","E07350","Emp0735",2021-03-21,330.539404078154
"7351","E07351","Emp0208",2021-03-21,341.797722513555
"7352","E07352","Emp1256",2021-03-21,886.819564937614
"7353","E07353","Emp0599",2021-03-21,259.682131199865
"7354","E07354","Emp0740",2021-03-21,374.923780860379
"7355","E07355","Emp0982",2021-03-21,319.163338349666
"7356","E07356","Emp0634",2021-03-21,340.779636303661
"7357","E07357","Emp0254",2021-03-21,78.2634036913514
"7358","E07358","Emp0027",2021-03-21,4.67209470970556
"7359","E07359","Emp1198",2021-03-21,194.913884116802
"7360","E07360","Emp0553",2021-03-21,54.2101133230608
"7361","E07361","Emp0361",2021-03-21,607.219032496214
"7362","E07362","Emp1529",2021-03-21,570.576092425501
"7363","E07363","Emp0432",2021-03-21,899.653020411264
"7364","E07364","Emp0085",2021-03-21,197.130991584156
"7365","E07365","Emp1306",2021-03-21,584.912010913715
"7366","E07366","Emp1420",2021-03-21,137.132950698258
"7367","E07367","Emp0389",2021-03-21,496.918834520737
"7368","E07368","Emp0593",2021-03-21,728.873062640429
"7369","E07369","Emp1587",2021-03-21,517.307580071734
"7370","E07370","Emp1179",2021-03-21,478.546029799152
"7371","E07371","Emp0377",2021-03-21,621.004013756989
"7372","E07372","Emp0847",2021-03-21,14.595541274175
"7373","E07373","Emp0444",2021-03-21,949.612016643398
"7374","E07374","Emp1528",2021-03-21,526.70365179982
"7375","E07375","Emp0373",2021-03-21,415.785390263656
"7376","E07376","Emp1404",2021-03-21,289.013237602543
"7377","E07377","Emp1242",2021-03-21,768.353949328884
"7378","E07378","Emp0995",2021-03-21,279.149624034297
"7379","E07379","Emp1222",2021-03-21,492.65658752271
"7380","E07380","Emp1629",2021-03-21,33.40989247174
"7381","E07381","Emp1423",2021-03-21,28.8837837234605
"7382","E07382","Emp1341",2021-03-21,698.567660752917
"7383","E07383","Emp1019",2021-03-21,156.329078874784
"7384","E07384","Emp1197",2021-03-21,489.554600054398
"7385","E07385","Emp0688",2021-03-21,239.209247809369
"7386","E07386","Emp0908",2021-03-21,629.507355540525
"7387","E07387","Emp0110",2021-03-21,582.684085787274
"7388","E07388","Emp1487",2021-03-21,643.976459769066
"7389","E07389","Emp0816",2021-03-21,198.210553396028
"7390","E07390","Emp0496",2021-03-22,112.182584295282
"7391","E07391","Emp0273",2021-03-22,914.577186676906
"7392","E07392","Emp1021",2021-03-22,370.86301776371
"7393","E07393","Emp1074",2021-03-22,317.427299913485
"7394","E07394","Emp0308",2021-03-22,750.053789788857
"7395","E07395","Emp0959",2021-03-22,643.004797524074
"7396","E07396","Emp1117",2021-03-22,56.7969610651489
"7397","E07397","Emp0356",2021-03-22,250.682448710548
"7398","E07398","Emp0151",2021-03-22,659.868698132457
"7399","E07399","Emp0792",2021-03-22,290.686482770136
"7400","E07400","Emp0071",2021-03-22,172.766566518694
"7401","E07401","Emp0031",2021-03-22,532.882940665353
"7402","E07402","Emp0298",2021-03-22,556.776784302434
"7403","E07403","Emp1084",2021-03-22,959.352256144863
"7404","E07404","Emp1203",2021-03-22,561.746444985038
"7405","E07405","Emp0925",2021-03-22,326.204703093972
"7406","E07406","Emp1320",2021-03-22,515.101101626642
"7407","E07407","Emp0912",2021-03-22,378.268914219923
"7408","E07408","Emp1447",2021-03-22,175.642257016152
"7409","E07409","Emp0546",2021-03-22,521.390610222239
"7410","E07410","Emp0036",2021-03-22,119.947484078584
"7411","E07411","Emp0685",2021-03-22,905.680360801285
"7412","E07412","Emp0370",2021-03-22,695.93422390148
"7413","E07413","Emp1572",2021-03-22,710.841019064654
"7414","E07414","Emp0633",2021-03-22,293.221459571738
"7415","E07415","Emp1160",2021-03-22,810.201779972063
"7416","E07416","Emp1446",2021-03-22,975.510815980379
"7417","E07417","Emp0633",2021-03-22,273.463717695558
"7418","E07418","Emp1095",2021-03-22,1.26501473761164
"7419","E07419","Emp1493",2021-03-22,507.145345801255
"7420","E07420","Emp0974",2021-03-22,976.283244940452
"7421","E07421","Emp1497",2021-03-22,636.634826134425
"7422","E07422","Emp0674",2021-03-22,715.840349226492
"7423","E07423","Emp0636",2021-03-22,393.817360455403
"7424","E07424","Emp0855",2021-03-22,644.454739719862
"7425","E07425","Emp0436",2021-03-22,287.919950193726
"7426","E07426","Emp0536",2021-03-22,58.1081316841301
"7427","E07427","Emp1279",2021-03-22,244.418465864146
"7428","E07428","Emp1516",2021-03-22,156.691751432372
"7429","E07429","Emp0092",2021-03-22,221.81290801242
"7430","E07430","Emp0532",2021-03-22,634.06745171384
"7431","E07431","Emp0845",2021-03-22,108.321181714535
"7432","E07432","Emp0928",2021-03-22,379.144372613868
"7433","E07433","Emp1361",2021-03-22,22.4743102472275
"7434","E07434","Emp0202",2021-03-22,931.954780718312
"7435","E07435","Emp0065",2021-03-22,242.671179462923
"7436","E07436","Emp0971",2021-03-22,203.812070224434
"7437","E07437","Emp0357",2021-03-22,207.371709939092
"7438","E07438","Emp0115",2021-03-22,610.448106292402
"7439","E07439","Emp1403",2021-03-22,620.549676959869
"7440","E07440","Emp0750",2021-03-22,699.443466880592
"7441","E07441","Emp1482",2021-03-22,78.7432783327531
"7442","E07442","Emp0171",2021-03-22,333.398203322431
"7443","E07443","Emp1160",2021-03-22,581.113095735433
"7444","E07444","Emp1329",2021-03-22,280.971915787086
"7445","E07445","Emp1464",2021-03-22,869.510366980918
"7446","E07446","Emp0264",2021-03-22,973.821747648763
"7447","E07447","Emp0645",2021-03-22,314.570653594565
"7448","E07448","Emp1599",2021-03-22,201.232602345757
"7449","E07449","Emp1001",2021-03-22,507.284519307083
"7450","E07450","Emp1263",2021-03-22,681.498692376073
"7451","E07451","Emp0212",2021-03-22,905.396285138093
"7452","E07452","Emp0327",2021-03-22,903.901815812569
"7453","E07453","Emp0834",2021-03-22,833.549756316235
"7454","E07454","Emp1158",2021-03-22,945.312213006895
"7455","E07455","Emp1590",2021-03-22,334.945179278264
"7456","E07456","Emp0687",2021-03-22,66.4668841543607
"7457","E07457","Emp1289",2021-03-22,959.872089694953
"7458","E07458","Emp0802",2021-03-22,661.813893174054
"7459","E07459","Emp0420",2021-03-22,322.013283292996
"7460","E07460","Emp0272",2021-03-22,515.723565937951
"7461","E07461","Emp1442",2021-03-22,131.987775892718
"7462","E07462","Emp0225",2021-03-22,865.827874451177
"7463","E07463","Emp0416",2021-03-22,850.167306533316
"7464","E07464","Emp1047",2021-03-22,721.619342140388
"7465","E07465","Emp1396",2021-03-22,84.1887078401633
"7466","E07466","Emp1663",2021-03-22,184.577799030347
"7467","E07467","Emp1332",2021-03-22,347.807815543143
"7468","E07468","Emp0851",2021-03-22,834.909011648502
"7469","E07469","Emp1150",2021-03-22,935.808247526875
"7470","E07470","Emp0449",2021-03-22,693.194525436964
"7471","E07471","Emp0719",2021-03-22,111.605542847887
"7472","E07472","Emp0495",2021-03-22,939.525136156008
"7473","E07473","Emp1626",2021-03-22,532.964826260228
"7474","E07474","Emp0364",2021-03-22,124.921397347003
"7475","E07475","Emp0122",2021-03-22,804.558249698486
"7476","E07476","Emp0265",2021-03-22,667.81559291156
"7477","E07477","Emp0429",2021-03-22,732.309702072991
"7478","E07478","Emp0559",2021-03-22,298.358965627383
"7479","E07479","Emp1352",2021-03-22,754.949745574268
"7480","E07480","Emp0367",2021-03-22,689.984040625393
"7481","E07481","Emp0339",2021-03-22,436.394754840294
"7482","E07482","Emp1115",2021-03-22,638.915880322922
"7483","E07483","Emp0894",2021-03-22,741.575686961412
"7484","E07484","Emp1613",2021-03-22,845.738880958175
"7485","E07485","Emp0337",2021-03-23,952.833033716539
"7486","E07486","Emp0675",2021-03-23,411.819655701285
"7487","E07487","Emp1531",2021-03-23,766.847674966557
"7488","E07488","Emp1531",2021-03-23,368.3736787464
"7489","E07489","Emp1357",2021-03-23,991.264735402307
"7490","E07490","Emp0619",2021-03-23,61.7771240042057
"7491","E07491","Emp0688",2021-03-23,819.208241989836
"7492","E07492","Emp1579",2021-03-23,686.592230699724
"7493","E07493","Emp0751",2021-03-23,838.721119542141
"7494","E07494","Emp0026",2021-03-23,879.030563601526
"7495","E07495","Emp0127",2021-03-23,86.9403797423001
"7496","E07496","Emp0395",2021-03-23,917.023079213919
"7497","E07497","Emp1660",2021-03-23,546.682229715399
"7498","E07498","Emp0031",2021-03-23,463.120922740782
"7499","E07499","Emp0458",2021-03-23,188.873236340703
"7500","E07500","Emp0320",2021-03-23,120.443962947465
"7501","E07501","Emp1301",2021-03-23,896.491342994384
"7502","E07502","Emp0590",2021-03-23,303.217786706751
"7503","E07503","Emp0944",2021-03-23,946.851848640945
"7504","E07504","Emp0764",2021-03-23,129.492727296893
"7505","E07505","Emp1628",2021-03-23,527.049300058279
"7506","E07506","Emp0560",2021-03-23,134.185805222252
"7507","E07507","Emp1153",2021-03-23,530.311830258695
"7508","E07508","Emp1413",2021-03-23,751.538715626113
"7509","E07509","Emp0550",2021-03-23,755.80271222489
"7510","E07510","Emp0245",2021-03-23,629.219194296747
"7511","E07511","Emp0281",2021-03-23,311.503412052756
"7512","E07512","Emp0030",2021-03-23,621.343404203886
"7513","E07513","Emp0455",2021-03-23,223.473753855797
"7514","E07514","Emp1625",2021-03-23,257.366615319392
"7515","E07515","Emp0425",2021-03-23,353.227733722422
"7516","E07516","Emp1463",2021-03-23,669.912771783536
"7517","E07517","Emp0229",2021-03-23,163.542244085344
"7518","E07518","Emp0859",2021-03-23,718.763601092156
"7519","E07519","Emp0044",2021-03-23,256.51304135588
"7520","E07520","Emp0244",2021-03-23,600.294883093797
"7521","E07521","Emp1171",2021-03-23,677.578759812051
"7522","E07522","Emp1562",2021-03-23,396.593675630633
"7523","E07523","Emp1514",2021-03-23,448.560460371431
"7524","E07524","Emp0219",2021-03-23,639.865447636461
"7525","E07525","Emp0735",2021-03-23,685.262895354535
"7526","E07526","Emp0565",2021-03-23,417.911845989758
"7527","E07527","Emp1595",2021-03-23,569.529912819155
"7528","E07528","Emp0058",2021-03-23,751.127236139029
"7529","E07529","Emp1535",2021-03-23,265.888339075493
"7530","E07530","Emp1081",2021-03-23,233.259996785317
"7531","E07531","Emp1197",2021-03-23,403.018962734379
"7532","E07532","Emp0404",2021-03-23,710.364290076075
"7533","E07533","Emp0097",2021-03-23,101.56762164156
"7534","E07534","Emp1319",2021-03-23,798.638796780258
"7535","E07535","Emp0031",2021-03-23,781.746085211169
"7536","E07536","Emp0272",2021-03-23,320.300927500939
"7537","E07537","Emp0285",2021-03-23,744.778691194719
"7538","E07538","Emp0936",2021-03-23,553.863595315954
"7539","E07539","Emp0121",2021-03-23,538.273644791916
"7540","E07540","Emp1072",2021-03-23,498.120506230276
"7541","E07541","Emp0978",2021-03-23,222.98248052597
"7542","E07542","Emp1223",2021-03-23,378.500426964136
"7543","E07543","Emp0276",2021-03-23,189.803980211029
"7544","E07544","Emp1326",2021-03-23,924.465304657351
"7545","E07545","Emp0755",2021-03-23,119.598435007501
"7546","E07546","Emp1592",2021-03-23,701.652639273554
"7547","E07547","Emp1592",2021-03-23,962.544124525273
"7548","E07548","Emp0105",2021-03-23,166.543749065837
"7549","E07549","Emp1239",2021-03-23,492.370268221013
"7550","E07550","Emp0053",2021-03-23,236.247750350507
"7551","E07551","Emp0797",2021-03-23,185.889521138743
"7552","E07552","Emp1050",2021-03-23,767.547289413866
"7553","E07553","Emp0152",2021-03-23,547.908916854532
"7554","E07554","Emp0534",2021-03-23,464.631232442567
"7555","E07555","Emp1454",2021-03-23,159.241109989351
"7556","E07556","Emp0171",2021-03-23,106.960551729193
"7557","E07557","Emp1226",2021-03-23,126.798729650676
"7558","E07558","Emp0308",2021-03-23,789.748208480189
"7559","E07559","Emp1257",2021-03-23,263.06964062457
"7560","E07560","Emp0452",2021-03-23,682.773794517387
"7561","E07561","Emp1215",2021-03-23,414.938213902991
"7562","E07562","Emp0239",2021-03-23,783.458222826477
"7563","E07563","Emp0657",2021-03-23,349.531855886336
"7564","E07564","Emp1405",2021-03-23,404.392806834076
"7565","E07565","Emp1616",2021-03-23,525.868678218219
"7566","E07566","Emp1347",2021-03-23,199.427009487757
"7567","E07567","Emp0585",2021-03-23,448.103266342776
"7568","E07568","Emp0970",2021-03-23,946.108728866093
"7569","E07569","Emp0897",2021-03-23,245.797074032249
"7570","E07570","Emp0368",2021-03-23,714.332082663896
"7571","E07571","Emp0299",2021-03-23,288.227812704863
"7572","E07572","Emp0795",2021-03-23,276.702079355018
"7573","E07573","Emp1011",2021-03-23,127.460335056763
"7574","E07574","Emp0866",2021-03-23,772.539221802261
"7575","E07575","Emp1306",2021-03-23,581.620826523518
"7576","E07576","Emp1563",2021-03-23,14.8482006485574
"7577","E07577","Emp0794",2021-03-23,231.347939954139
"7578","E07578","Emp1134",2021-03-23,47.7681675639469
"7579","E07579","Emp0688",2021-03-23,944.241174276685
"7580","E07580","Emp0067",2021-03-23,828.272393614985
"7581","E07581","Emp0849",2021-03-23,658.82433511503
"7582","E07582","Emp0498",2021-03-23,669.089364825981
"7583","E07583","Emp0652",2021-03-24,376.001563298982
"7584","E07584","Emp0717",2021-03-24,360.396960973507
"7585","E07585","Emp1327",2021-03-24,901.139380446635
"7586","E07586","Emp1054",2021-03-24,25.8990018279292
"7587","E07587","Emp1370",2021-03-24,135.327470650198
"7588","E07588","Emp1148",2021-03-24,33.0420764787123
"7589","E07589","Emp0578",2021-03-24,416.799954012269
"7590","E07590","Emp0519",2021-03-24,81.3062736343127
"7591","E07591","Emp1450",2021-03-24,243.088298516581
"7592","E07592","Emp0808",2021-03-24,986.432929861126
"7593","E07593","Emp1340",2021-03-24,205.401489466196
"7594","E07594","Emp1161",2021-03-24,567.410096365027
"7595","E07595","Emp1184",2021-03-24,68.6311556329019
"7596","E07596","Emp1160",2021-03-24,350.560899314005
"7597","E07597","Emp0092",2021-03-24,494.774450853001
"7598","E07598","Emp1567",2021-03-24,395.199714378687
"7599","E07599","Emp1454",2021-03-24,117.806669624289
"7600","E07600","Emp1059",2021-03-24,561.104708781932
"7601","E07601","Emp0793",2021-03-24,554.099326919299
"7602","E07602","Emp0874",2021-03-24,883.293849613983
"7603","E07603","Emp0227",2021-03-24,454.455101615749
"7604","E07604","Emp1519",2021-03-24,533.719747350318
"7605","E07605","Emp0399",2021-03-24,797.887332093669
"7606","E07606","Emp0553",2021-03-24,812.604753328022
"7607","E07607","Emp0738",2021-03-24,43.3593616143335
"7608","E07608","Emp0525",2021-03-24,413.513207588345
"7609","E07609","Emp1021",2021-03-24,149.607726620976
"7610","E07610","Emp1232",2021-03-24,584.434685311746
"7611","E07611","Emp0512",2021-03-24,867.108516839799
"7612","E07612","Emp1457",2021-03-24,869.015727960737
"7613","E07613","Emp0552",2021-03-24,516.473596891621
"7614","E07614","Emp0902",2021-03-24,660.00304360548
"7615","E07615","Emp0262",2021-03-24,556.529122989858
"7616","E07616","Emp0074",2021-03-24,919.261114669498
"7617","E07617","Emp1303",2021-03-24,257.947960524121
"7618","E07618","Emp1185",2021-03-24,852.93792910967
"7619","E07619","Emp1113",2021-03-24,50.407905024942
"7620","E07620","Emp0953",2021-03-24,287.279307898134
"7621","E07621","Emp0511",2021-03-24,70.9304596784059
"7622","E07622","Emp1315",2021-03-24,773.095674156444
"7623","E07623","Emp0020",2021-03-24,358.753001731355
"7624","E07624","Emp0407",2021-03-24,155.369019306498
"7625","E07625","Emp0247",2021-03-24,672.459743654355
"7626","E07626","Emp0135",2021-03-24,808.377999825869
"7627","E07627","Emp1435",2021-03-24,343.581065529957
"7628","E07628","Emp1246",2021-03-24,484.385481164791
"7629","E07629","Emp0656",2021-03-24,5.76202666247264
"7630","E07630","Emp0633",2021-03-24,518.225599213503
"7631","E07631","Emp0403",2021-03-24,273.35920754401
"7632","E07632","Emp1113",2021-03-24,219.892250877107
"7633","E07633","Emp1214",2021-03-24,243.848086483311
"7634","E07634","Emp0299",2021-03-24,381.317927536322
"7635","E07635","Emp1252",2021-03-24,607.896976735676
"7636","E07636","Emp0009",2021-03-24,338.281443218002
"7637","E07637","Emp1599",2021-03-24,66.6486933045089
"7638","E07638","Emp1444",2021-03-24,380.0568970975
"7639","E07639","Emp0299",2021-03-24,532.741376054008
"7640","E07640","Emp0435",2021-03-24,672.749176742975
"7641","E07641","Emp1357",2021-03-24,933.334226936335
"7642","E07642","Emp1012",2021-03-24,950.54170893901
"7643","E07643","Emp1177",2021-03-24,331.915096167475
"7644","E07644","Emp1021",2021-03-24,251.546042755246
"7645","E07645","Emp0562",2021-03-24,346.397637339076
"7646","E07646","Emp0258",2021-03-24,608.218964446802
"7647","E07647","Emp1540",2021-03-24,935.989586829441
"7648","E07648","Emp0905",2021-03-24,56.2179541662335
"7649","E07649","Emp0944",2021-03-24,238.03248872119
