"","customer_no","invoice_no","invoice_date","sku","sales_count","sales_return","unit_cost","sales_unit_price","collection_no","collection_date","collection_amount","shipper_no","shipper_date"
"2815","c00792","i13780",2021-02-20,"NLIQLCY",1,0,32,64,"r05356",2021-02-20,64,"s13343",2021-02-28
"2816","c00678","i13978",2021-02-20,"TKJLTHQ",2,0,37,74,"r05401",2021-02-20,148,"s13344",2021-02-28
"2817","c00462","i13970",2021-02-20,"OHDZQJP",2,0,25,75,"r05398",2021-02-20,150,"s13606",2021-03-01
"2818","c00613","i13948",2021-02-20,"FYICYTJ",0,0,34,102,"r05392",2021-02-20,0,"s14100",2021-03-03
"2819","c00435","i13993",2021-02-20,"TGMARVF",2,0,26,52,"r05404",2021-02-20,104,"s14101",2021-03-03
"2820","c00749","i13836",2021-02-20,"UYHMBDW",2,0,35,105,"r05368",2021-02-20,210,"s14382",2021-03-04
"2821","c00004","i13910",2021-02-20,"OVEWHKG",1,0,21,42,"r05382",2021-02-20,42,"s14383",2021-03-04
"2822","c00413","i13943",2021-02-20,"SFOBAQW",0,0,30,90,"r05391",2021-02-20,0,"s14641",2021-03-05
"2823","c00550","i13843",2021-02-20,"BXEFJRL",2,0,31,31,"r05372",2021-02-20,62,"s14879",2021-03-06
"2824","c00249","i13778",2021-02-20,"WFLLQKF",3,0,33,99,"r05355",2021-02-20,297,"s15103",2021-03-07
"2825","c00857","i13784",2021-02-20,"RJVMNUA",3,0,35,140,"r05358",2021-02-20,420,"s15104",2021-03-07
"2826","c00491","i13804",2021-02-20,"OLAESIN",1,0,34,136,"r05362",2021-02-20,136,"s15105",2021-03-07
"2827","c00217","i13805",2021-02-20,"UJMUJYN",0,0,28,84,"r05363",2021-02-20,0,"s15106",2021-03-07
"2828","c00507","i13832",2021-02-20,"EAJCLJX",2,0,30,60,"r05367",2021-02-20,120,"s15107",2021-03-07
"2829","c00927","i13922",2021-02-20,"HECJLGC",3,0,26,52,"r05385",2021-02-20,156,"s15661",2021-03-09
"2830","c00028","i13924",2021-02-20,"LQAVXXZ",1,0,32,96,"r05386",2021-02-20,96,"s15662",2021-03-09
"2831","c00508","i13763",2021-02-20,"EXNJUVB",4,0,29,58,"r05353",2021-02-20,232,"s15925",2021-03-10
"2832","c00160","i13977",2021-02-20,"YLPXDLT",0,0,30,90,"r05400",2021-02-20,0,"s16232",2021-03-11
"2833","c00397","i13744",2021-02-20,"JZYSCOB",0,0,30,90,"r05347",2021-02-20,0,"s16484",2021-03-12
"2834","c00080","i13953",2021-02-20,"RZZSNZG",1,0,31,62,"r05393",2021-02-20,62,"s16485",2021-03-12
"2835","c00216","i13920",2021-02-20,"BXEFJRL",3,0,33,66,"r05384",2021-02-20,198,"s16768",2021-03-13
"2836","c00273","i13761",2021-02-20,"LQXTBPT",4,0,41,164,"r05352",2021-02-20,656,"s17301",2021-03-15
"2837","c00072","i13875",2021-02-20,"ZQRKKBY",2,0,34,136,"r05377",2021-02-20,272,"s17595",2021-03-16
"2838","c00958","i13926",2021-02-20,"RUGNBTK",2,0,34,102,"r05387",2021-02-20,204,"s17596",2021-03-16
"2839","c00046","i13917",2021-02-20,"RVWHPYH",0,0,27,54,"r05383",2021-02-20,0,"s18150",2021-03-18
"2840","c00282","i13855",2021-02-20,"DJCGRXL",2,0,31,62,"r05374",2021-02-20,124,"s18426",2021-03-19
"2841","c00024","i13885",2021-02-20,"AYCAFJC",1,1,22,66,"r05379",2021-02-20,66,"s18675",2021-03-20
"2842","c00961","i13892",2021-02-20,"BURUTCH",2,0,33,66,"r05380",2021-02-20,132,"s18942",2021-03-21
"2843","c00981","i13931",2021-02-20,"TPCVNKA",3,0,18,54,"r05389",2021-02-20,162,"s20802",2021-03-28
"2844","c00944","i14033",2021-02-21,"PRWCJYI",2,0,33,99,"r05516",2021-02-21,198,"s11568",2021-02-21
"2845","c00730","i14151",2021-02-21,"SOEOLLF",0,0,37,74,"r05541",2021-02-21,0,"s11569",2021-02-21
"2846","c00385","i14050",2021-02-21,"QIZSFKV",1,0,33,99,"r05517",2021-02-21,99,"s11797",2021-02-22
"2847","c00516","i14070",2021-02-21,"CQJVOIG",2,0,33,66,"r05522",2021-02-21,132,"s11798",2021-02-22
"2848","c00935","i14146",2021-02-21,"QIXIGKB",0,0,24,72,"r05538",2021-02-21,0,"s11799",2021-02-22
"2849","c00034","i14279",2021-02-21,"NSFAATW",2,0,27,27,"r05569",2021-02-21,54,"s11800",2021-02-22
"2850","c00692","i14024",2021-02-21,"WOZOSPG",3,0,26,26,"r05515",2021-02-21,78,"s12042",2021-02-23
"2851","c00571","i14064",2021-02-21,"LPGQHSK",2,0,29,87,"r05521",2021-02-21,174,"s12043",2021-02-23
"2852","c00244","i14073",2021-02-21,"CPKRKYN",1,0,29,87,"r05525",2021-02-21,87,"s12044",2021-02-23
"2853","c00002","i14085",2021-02-21,"QVFLOML",3,0,27,54,"r05526",2021-02-21,162,"s12045",2021-02-23
"2854","c00930","i14174",2021-02-21,"TCKRQPE",3,1,36,36,"r05545",2021-02-21,108,"s12046",2021-02-23
"2855","c00946","i14189",2021-02-21,"PRWHNRV",1,0,30,60,"r05550",2021-02-21,60,"s12047",2021-02-23
"2856","c00103","i14197",2021-02-21,"GFJLRUJ",2,0,31,93,"r05551",2021-02-21,186,"s12048",2021-02-23
"2857","c00714","i14208",2021-02-21,"DZYOEZX",2,0,21,42,"r05552",2021-02-21,84,"s12049",2021-02-23
"2858","c00810","i14263",2021-02-21,"QHPAWDT",2,0,30,60,"r05565",2021-02-21,120,"s12050",2021-02-23
"2859","c00909","i14274",2021-02-21,"LQAVXXZ",0,0,34,102,"r05568",2021-02-21,0,"s12051",2021-02-23
"2860","c00289","i14058",2021-02-21,"PJIIAXD",2,0,27,54,"r05520",2021-02-21,108,"s12281",2021-02-24
"2861","c00040","i14182",2021-02-21,"ZOWEBTG",2,0,41,123,"r05547",2021-02-21,246,"s12282",2021-02-24
"2862","c00749","i14183",2021-02-21,"ZQDOWGJ",1,0,38,76,"r05548",2021-02-21,76,"s12283",2021-02-24
"2863","c00520","i14215",2021-02-21,"REWWMWR",2,0,28,56,"r05553",2021-02-21,112,"s12284",2021-02-24
"2864","c00470","i14250",2021-02-21,"QDPSLCC",2,0,31,62,"r05563",2021-02-21,124,"s12285",2021-02-24
"2865","c00279","i14051",2021-02-21,"NTSXPWQ",5,0,22,44,"r05518",2021-02-21,220,"s12550",2021-02-25
"2866","c00709","i14180",2021-02-21,"ZLEMEGP",2,0,30,30,"r05546",2021-02-21,60,"s12551",2021-02-25
"2867","c00262","i14245",2021-02-21,"OYFMIFZ",2,0,30,120,"r05562",2021-02-21,240,"s12552",2021-02-25
"2868","c00354","i14138",2021-02-21,"RDTTYDZ",2,0,30,30,"r05536",2021-02-21,60,"s12820",2021-02-26
"2869","c00079","i14165",2021-02-21,"AKFLLOG",2,0,24,48,"r05544",2021-02-21,96,"s12821",2021-02-26
"2870","c00231","i14135",2021-02-21,"SGFOQYC",2,1,34,136,"r05534",2021-02-21,272,"s13107",2021-02-27
"2871","c00267","i14147",2021-02-21,"YOLKAXD",0,0,19,57,"r05539",2021-02-21,0,"s13108",2021-02-27
"2872","c00010","i14226",2021-02-21,"ZQDOWGJ",4,0,29,58,"r05556",2021-02-21,232,"s13109",2021-02-27
"2873","c00095","i14231",2021-02-21,"BHENGMS",0,0,40,120,"r05558",2021-02-21,0,"s13110",2021-02-27
"2874","c00621","i14071",2021-02-21,"OSMECNX",1,0,30,90,"r05523",2021-02-21,90,"s13355",2021-02-28
"2875","c00619","i14228",2021-02-21,"TCJZEZH",2,0,25,100,"r05557",2021-02-21,200,"s13356",2021-02-28
"2876","c00683","i14259",2021-02-21,"YOADBFB",4,0,35,70,"r05564",2021-02-21,280,"s13357",2021-02-28
"2877","c00739","i14267",2021-02-21,"BROMQYM",2,0,30,90,"r05566",2021-02-21,180,"s13358",2021-02-28
"2878","c00514","i14243",2021-02-21,"RUGNBTK",4,0,36,180,"r05560",2021-02-21,720,"s13615",2021-03-01
"2879","c00728","i14244",2021-02-21,"HVORRYT",1,0,35,70,"r05561",2021-02-21,70,"s13616",2021-03-01
"2880","c00523","i14102",2021-02-21,"SJAUHQH",3,0,30,30,"r05529",2021-02-21,90,"s13872",2021-03-02
"2881","c00107","i14283",2021-02-21,"FRGNNQE",2,0,24,48,"r05570",2021-02-21,96,"s13873",2021-03-02
"2882","c00452","i14094",2021-02-21,"YZYZBCK",2,0,31,93,"r05528",2021-02-21,186,"s14107",2021-03-03
"2883","c00962","i14127",2021-02-21,"KGOLEPF",1,0,33,33,"r05532",2021-02-21,33,"s14392",2021-03-04
"2884","c00786","i14160",2021-02-21,"YLPXDLT",4,0,23,69,"r05542",2021-02-21,276,"s14645",2021-03-05
"2885","c00708","i14056",2021-02-21,"EKAWORI",4,0,29,87,"r05519",2021-02-21,348,"s14885",2021-03-06
"2886","c00531","i14072",2021-02-21,"QECCKKT",5,1,32,128,"r05524",2021-02-21,640,"s14886",2021-03-06
"2887","c00184","i14270",2021-02-21,"URPUOFX",3,0,34,68,"r05567",2021-02-21,204,"s14887",2021-03-06
"2888","c00460","i14088",2021-02-21,"IGHOGDG",2,0,19,57,"r05527",2021-02-21,114,"s15111",2021-03-07
"2889","c00852","i14132",2021-02-21,"DNYMOEA",3,0,32,96,"r05533",2021-02-21,288,"s15112",2021-03-07
"2890","c00059","i14142",2021-02-21,"RMXGKDS",3,1,21,63,"r05537",2021-02-21,189,"s15113",2021-03-07
"2891","c00446","i14136",2021-02-21,"ESPZBBN",2,0,24,48,"r05535",2021-02-21,96,"s15667",2021-03-09
"2892","c00444","i14162",2021-02-21,"TCJZEZH",2,0,32,96,"r05543",2021-02-21,192,"s16235",2021-03-11
"2893","c00779","i14148",2021-02-21,"UIUIDCC",1,0,27,81,"r05540",2021-02-21,81,"s16775",2021-03-13
"2894","c00529","i14218",2021-02-21,"QLWFBBY",2,0,28,28,"r05554",2021-02-21,56,"s16776",2021-03-13
"2895","c00368","i14233",2021-02-21,"FPENHEC",0,0,30,60,"r05559",2021-02-21,0,"s17041",2021-03-14
"2896","c00404","i14184",2021-02-21,"WNUCCOD",3,0,36,108,"r05549",2021-02-21,324,"s18154",2021-03-18
"2897","c00382","i14221",2021-02-21,"RNHTFLN",2,0,23,23,"r05555",2021-02-21,46,"s19202",2021-03-22
"2898","c00780","i14119",2021-02-21,"ZOFBOHP",2,0,32,64,"r05531",2021-02-21,128,"s20253",2021-03-26
"2899","c00185","i14108",2021-02-21,"SFHYVPO",1,0,38,114,"r05530",2021-02-21,114,"s21085",2021-03-29
"2900","c00089","i14469",2021-02-22,"KZPDLNB",1,1,40,80,"r05718",2021-02-22,80,"s11823",2021-02-22
"2901","c00844","i14369",2021-02-22,"RTCJBOE",2,0,27,108,"r05696",2021-02-22,216,"s12067",2021-02-23
"2902","c00811","i14383",2021-02-22,"HEEXAXP",2,0,37,37,"r05699",2021-02-22,74,"s12068",2021-02-23
"2903","c00734","i14467",2021-02-22,"FIPBOVF",2,0,34,102,"r05717",2021-02-22,204,"s12069",2021-02-23
"2904","c00159","i14517",2021-02-22,"JRMTIMN",2,0,37,74,"r05728",2021-02-22,148,"s12070",2021-02-23
"2905","c00240","i14302",2021-02-22,"HRSCOBY",2,0,31,62,"r05673",2021-02-22,124,"s12298",2021-02-24
"2906","c00404","i14311",2021-02-22,"WNRXNTY",2,0,27,81,"r05678",2021-02-22,162,"s12299",2021-02-24
"2907","c00417","i14318",2021-02-22,"AJKORUO",1,0,26,78,"r05679",2021-02-22,78,"s12300",2021-02-24
"2908","c00431","i14340",2021-02-22,"YZYZBCK",6,0,34,102,"r05687",2021-02-22,612,"s12301",2021-02-24
"2909","c00510","i14354",2021-02-22,"NMKCASH",1,0,25,75,"r05692",2021-02-22,75,"s12302",2021-02-24
"2910","c00030","i14367",2021-02-22,"JTCSYCT",0,0,27,54,"r05695",2021-02-22,0,"s12303",2021-02-24
"2911","c00071","i14385",2021-02-22,"AGCNQIM",1,0,29,29,"r05700",2021-02-22,29,"s12304",2021-02-24
"2912","c00850","i14487",2021-02-22,"GACKUWU",1,0,32,96,"r05721",2021-02-22,96,"s12305",2021-02-24
"2913","c00324","i14298",2021-02-22,"ACXRMSE",2,1,32,128,"r05671",2021-02-22,256,"s12573",2021-02-25
"2914","c00006","i14447",2021-02-22,"MOVZQZU",2,0,40,80,"r05711",2021-02-22,160,"s12574",2021-02-25
"2915","c00044","i14304",2021-02-22,"UGTLINX",4,0,28,56,"r05674",2021-02-22,224,"s12840",2021-02-26
"2916","c00438","i14308",2021-02-22,"BKSBMYF",2,0,36,72,"r05676",2021-02-22,144,"s12841",2021-02-26
"2917","c00621","i14343",2021-02-22,"UVIRWZC",2,0,27,54,"r05688",2021-02-22,108,"s12842",2021-02-26
"2918","c00903","i14346",2021-02-22,"KLCEZWA",4,0,25,50,"r05690",2021-02-22,200,"s12843",2021-02-26
"2919","c00356","i14413",2021-02-22,"JKRMNJC",4,0,26,78,"r05706",2021-02-22,312,"s12844",2021-02-26
"2920","c00171","i14541",2021-02-22,"RMXGKDS",1,0,34,102,"r05732",2021-02-22,102,"s12845",2021-02-26
"2921","c00591","i14374",2021-02-22,"NCFOHJJ",3,0,39,117,"r05698",2021-02-22,351,"s13126",2021-02-27
"2922","c00588","i14412",2021-02-22,"WYEDXHX",2,0,25,50,"r05705",2021-02-22,100,"s13127",2021-02-27
"2923","c00114","i14426",2021-02-22,"ZFAGHES",3,0,23,69,"r05708",2021-02-22,207,"s13128",2021-02-27
"2924","c00304","i14458",2021-02-22,"WGTTZIU",2,1,31,31,"r05715",2021-02-22,62,"s13129",2021-02-27
"2925","c00822","i14476",2021-02-22,"AONHKJO",3,0,32,96,"r05719",2021-02-22,288,"s13130",2021-02-27
"2926","c00026","i14484",2021-02-22,"JCWXKIX",3,1,35,105,"r05720",2021-02-22,315,"s13131",2021-02-27
"2927","c00490","i14344",2021-02-22,"BAYIRTP",4,0,33,132,"r05689",2021-02-22,528,"s13364",2021-02-28
"2928","c00678","i14448",2021-02-22,"RUGNBTK",1,0,33,99,"r05712",2021-02-22,99,"s13365",2021-02-28
"2929","c00832","i14336",2021-02-22,"IZFHBVE",1,1,27,27,"r05686",2021-02-22,27,"s13626",2021-03-01
"2930","c00988","i14360",2021-02-22,"LJWCQSE",1,0,35,70,"r05693",2021-02-22,70,"s13627",2021-03-01
"2931","c00864","i14389",2021-02-22,"LCGMRQZ",1,0,34,68,"r05701",2021-02-22,68,"s13628",2021-03-01
"2932","c00124","i14435",2021-02-22,"CRJQHMX",1,0,29,29,"r05709",2021-02-22,29,"s13629",2021-03-01
"2933","c00547","i14460",2021-02-22,"VBQSFHI",2,0,25,50,"r05716",2021-02-22,100,"s13884",2021-03-02
"2934","c00543","i14550",2021-02-22,"TKJLTHQ",2,0,28,56,"r05733",2021-02-22,112,"s13885",2021-03-02
"2935","c00295","i14299",2021-02-22,"UJWWEOV",2,1,45,90,"r05672",2021-02-22,180,"s14118",2021-03-03
"2936","c00374","i14393",2021-02-22,"KCQLSNA",2,0,21,42,"r05702",2021-02-22,84,"s14119",2021-03-03
"2937","c00920","i14438",2021-02-22,"CDFGTPX",3,0,36,108,"r05710",2021-02-22,324,"s14120",2021-03-03
"2938","c00320","i14307",2021-02-22,"URKXWEN",1,0,30,60,"r05675",2021-02-22,60,"s14400",2021-03-04
"2939","c00613","i14328",2021-02-22,"KLXJSDK",1,0,27,81,"r05682",2021-02-22,81,"s14401",2021-03-04
"2940","c00580","i14520",2021-02-22,"OYFMIFZ",3,0,24,72,"r05729",2021-02-22,216,"s14402",2021-03-04
"2941","c00109","i14451",2021-02-22,"JZOLEVG",0,0,36,144,"r05713",2021-02-22,0,"s14652",2021-03-05
"2942","c00972","i14327",2021-02-22,"JRSCBEL",2,0,20,100,"r05681",2021-02-22,200,"s15122",2021-03-07
"2943","c00546","i14401",2021-02-22,"TNVSDVE",1,0,36,36,"r05703",2021-02-22,36,"s15123",2021-03-07
"2944","c00329","i14526",2021-02-22,"XEHKRYL",2,0,24,24,"r05730",2021-02-22,48,"s15124",2021-03-07
"2945","c00695","i14411",2021-02-22,"XXXYCPE",1,0,31,93,"r05704",2021-02-22,93,"s15377",2021-03-08
"2946","c00309","i14415",2021-02-22,"AXSQMGX",1,0,30,90,"r05707",2021-02-22,90,"s15378",2021-03-08
"2947","c00060","i14506",2021-02-22,"QJSPMCX",0,0,37,74,"r05726",2021-02-22,0,"s15379",2021-03-08
"2948","c00823","i14540",2021-02-22,"NZHCUBQ",0,1,30,60,"r05731",2021-02-22,0,"s15380",2021-03-08
"2949","c00054","i14456",2021-02-22,"BWFCPZB",1,0,36,144,"r05714",2021-02-22,144,"s15670",2021-03-09
"2950","c00900","i14330",2021-02-22,"RYZQTMR",2,0,32,32,"r05684",2021-02-22,64,"s16489",2021-03-12
"2951","c00852","i14333",2021-02-22,"NWWCCNR",2,0,23,92,"r05685",2021-02-22,184,"s16490",2021-03-12
"2952","c00579","i14361",2021-02-22,"IUIJPPK",1,0,40,120,"r05694",2021-02-22,120,"s16491",2021-03-12
"2953","c00777","i14286",2021-02-22,"XMTTCDL",0,0,41,123,"r05670",2021-02-22,0,"s17605",2021-03-16
"2954","c00517","i14329",2021-02-22,"RYQWXKC",2,0,30,120,"r05683",2021-02-22,240,"s18430",2021-03-19
"2955","c00469","i14505",2021-02-22,"RTGZNAP",0,0,29,116,"r05725",2021-02-22,0,"s18431",2021-03-19
"2956","c00536","i14493",2021-02-22,"RYQWXKC",2,0,45,135,"r05723",2021-02-22,270,"s18679",2021-03-20
"2957","c00399","i14492",2021-02-22,"PSDMAYX",4,0,32,128,"r05722",2021-02-22,512,"s18944",2021-03-21
"2958","c00016","i14501",2021-02-22,"XZNVYNB",1,0,25,75,"r05724",2021-02-22,75,"s19726",2021-03-24
"2959","c00173","i14348",2021-02-22,"IUIJPPK",1,0,28,56,"r05691",2021-02-22,56,"s19984",2021-03-25
"2960","c00586","i14509",2021-02-22,"TGIJYOI",1,0,22,66,"r05727",2021-02-22,66,"s20521",2021-03-27
"2961","c00166","i14370",2021-02-22,"ZPDNNZR",1,0,39,78,"r05697",2021-02-22,78,"s21874",2021-04-01
"2962","c00673","i14319",2021-02-22,"HNCNXOP",3,0,36,36,"r05680",2021-02-22,108,"s25120",2021-04-13
"2963","c00313","i14310",2021-02-22,"TMZJUAB",1,0,29,58,"r05677",2021-02-22,58,"s31153",2021-05-05
"2964","c00127","i14556",2021-02-23,"SLOJNZH",1,0,37,74,"r05836",2021-02-23,74,"s12323",2021-02-24
"2965","c00637","i14631",2021-02-23,"OVWKQJD",1,0,23,23,"r05848",2021-02-23,23,"s12324",2021-02-24
"2966","c00551","i14639",2021-02-23,"MMFXJSG",0,0,26,52,"r05851",2021-02-23,0,"s12325",2021-02-24
"2967","c00785","i14673",2021-02-23,"IXTTTUP",7,0,26,52,"r05855",2021-02-23,364,"s12326",2021-02-24
"2968","c00454","i14722",2021-02-23,"RZZSNZG",0,0,27,81,"r05865",2021-02-23,0,"s12327",2021-02-24
"2969","c00193","i14784",2021-02-23,"UBQIHGU",2,0,35,140,"r05877",2021-02-23,280,"s12328",2021-02-24
"2970","c00960","i14584",2021-02-23,"EAUSKUN",1,1,21,21,"r05841",2021-02-23,21,"s12592",2021-02-25
"2971","c00764","i14585",2021-02-23,"NLRJMJV",1,0,19,38,"r05842",2021-02-23,38,"s12851",2021-02-26
"2972","c00347","i14588",2021-02-23,"FSNZUZG",3,0,44,132,"r05843",2021-02-23,396,"s12852",2021-02-26
"2973","c00935","i14638",2021-02-23,"HZBUJES",3,0,29,87,"r05850",2021-02-23,261,"s12853",2021-02-26
"2974","c00185","i14739",2021-02-23,"IVKNWEJ",3,0,23,46,"r05867",2021-02-23,138,"s12854",2021-02-26
"2975","c00930","i14741",2021-02-23,"YRLPJEU",2,0,32,96,"r05868",2021-02-23,192,"s12855",2021-02-26
"2976","c00984","i14572",2021-02-23,"AJKORUO",1,0,19,57,"r05838",2021-02-23,57,"s13140",2021-02-27
"2977","c00026","i14657",2021-02-23,"QLWFBBY",1,0,42,126,"r05854",2021-02-23,126,"s13141",2021-02-27
"2978","c00445","i14769",2021-02-23,"YXIUTSP",1,0,36,72,"r05874",2021-02-23,72,"s13142",2021-02-27
"2979","c00920","i14800",2021-02-23,"YXIUTSP",2,0,35,70,"r05880",2021-02-23,140,"s13143",2021-02-27
"2980","c00257","i14697",2021-02-23,"ZLBJNEZ",4,0,39,117,"r05858",2021-02-23,468,"s13382",2021-02-28
"2981","c00933","i14565",2021-02-23,"KZPDLNB",1,0,26,78,"r05837",2021-02-23,78,"s13642",2021-03-01
"2982","c00135","i14590",2021-02-23,"QAEKVBK",3,0,44,132,"r05844",2021-02-23,396,"s13643",2021-03-01
"2983","c00118","i14610",2021-02-23,"KIWWRLF",2,0,36,108,"r05846",2021-02-23,216,"s13644",2021-03-01
"2984","c00248","i14653",2021-02-23,"OPMOTZM",4,0,27,81,"r05852",2021-02-23,324,"s13645",2021-03-01
"2985","c00258","i14785",2021-02-23,"QCHYEUX",0,0,33,33,"r05878",2021-02-23,0,"s13646",2021-03-01
"2986","c00608","i14580",2021-02-23,"MDIXJRH",2,0,26,78,"r05840",2021-02-23,156,"s13894",2021-03-02
"2987","c00310","i14677",2021-02-23,"AFLZJSV",6,0,37,74,"r05856",2021-02-23,444,"s13895",2021-03-02
"2988","c00217","i14699",2021-02-23,"RHCZHBK",1,0,34,102,"r05860",2021-02-23,102,"s13896",2021-03-02
"2989","c00338","i14743",2021-02-23,"DLYBCMG",5,0,25,75,"r05870",2021-02-23,375,"s13897",2021-03-02
"2990","c00600","i14767",2021-02-23,"AOHAAQP",3,0,39,117,"r05873",2021-02-23,351,"s13898",2021-03-02
"2991","c00274","i14750",2021-02-23,"YYTIJCT",0,1,29,116,"r05871",2021-02-23,0,"s14129",2021-03-03
"2992","c00764","i14597",2021-02-23,"YADKWWI",4,0,27,54,"r05845",2021-02-23,216,"s14409",2021-03-04
"2993","c00062","i14625",2021-02-23,"NEGIGAL",3,0,39,156,"r05847",2021-02-23,468,"s14410",2021-03-04
"2994","c00844","i14721",2021-02-23,"NAGIFVZ",1,0,33,99,"r05864",2021-02-23,99,"s14411",2021-03-04
"2995","c00079","i14575",2021-02-23,"FCGLFWA",1,0,25,50,"r05839",2021-02-23,50,"s14659",2021-03-05
"2996","c00377","i14711",2021-02-23,"CWNGGXE",1,0,22,66,"r05863",2021-02-23,66,"s14660",2021-03-05
"2997","c00444","i14656",2021-02-23,"TRKTUQE",1,0,29,116,"r05853",2021-02-23,116,"s14894",2021-03-06
"2998","c00346","i14780",2021-02-23,"NKYFQFQ",5,0,32,64,"r05876",2021-02-23,320,"s15131",2021-03-07
"2999","c00060","i14737",2021-02-23,"DKSFRAH",3,0,34,68,"r05866",2021-02-23,204,"s15679",2021-03-09
"3000","c00469","i14695",2021-02-23,"XNJZOPC",2,1,38,114,"r05857",2021-02-23,228,"s16239",2021-03-11
"3001","c00644","i14698",2021-02-23,"SFFUQMA",2,0,24,24,"r05859",2021-02-23,48,"s16495",2021-03-12
"3002","c00702","i14798",2021-02-23,"NMZNYGM",0,0,24,72,"r05879",2021-02-23,0,"s17897",2021-03-17
"3003","c00240","i14701",2021-02-23,"SGXWMIM",1,0,26,52,"r05861",2021-02-23,52,"s18157",2021-03-18
"3004","c00519","i14742",2021-02-23,"GYUCTSQ",3,0,33,99,"r05869",2021-02-23,297,"s18681",2021-03-20
"3005","c00370","i14759",2021-02-23,"QAAFSNA",1,0,33,99,"r05872",2021-02-23,99,"s18682",2021-03-20
"3006","c00680","i14635",2021-02-23,"WZHRXLD",1,0,36,108,"r05849",2021-02-23,108,"s18948",2021-03-21
"3007","c00172","i14703",2021-02-23,"NNDTADQ",0,0,24,72,"r05862",2021-02-23,0,"s19207",2021-03-22
"3008","c00149","i14774",2021-02-23,"JXZAXAB",2,0,31,93,"r05875",2021-02-23,186,"s19485",2021-03-23
"3009","c00552","i14821",2021-02-24,"HWSYXJF",1,0,29,58,"r05997",2021-02-24,58,"s12354",2021-02-24
"3010","c00999","i14894",2021-02-24,"TXSDEVE",1,0,36,36,"r06013",2021-02-24,36,"s12355",2021-02-24
"3011","c00607","i14919",2021-02-24,"RZXAPLE",2,0,22,66,"r06018",2021-02-24,132,"s12356",2021-02-24
"3012","c00086","i14924",2021-02-24,"UVIRWZC",0,0,32,96,"r06020",2021-02-24,0,"s12357",2021-02-24
"3013","c00266","i14837",2021-02-24,"AWZROHL",3,0,26,78,"r06001",2021-02-24,234,"s12612",2021-02-25
"3014","c00859","i14852",2021-02-24,"HQUVZEJ",2,0,40,120,"r06004",2021-02-24,240,"s12613",2021-02-25
"3015","c00179","i14912",2021-02-24,"MDIXJRH",7,0,22,44,"r06016",2021-02-24,308,"s12614",2021-02-25
"3016","c00296","i14959",2021-02-24,"GTVWDJR",2,0,31,93,"r06026",2021-02-24,186,"s12615",2021-02-25
"3017","c00272","i14986",2021-02-24,"URKXWEN",1,0,23,46,"r06030",2021-02-24,46,"s12616",2021-02-25
"3018","c00886","i14989",2021-02-24,"BYIDVQD",1,0,29,58,"r06031",2021-02-24,58,"s12617",2021-02-25
"3019","c00899","i15058",2021-02-24,"NLIQLCY",3,0,27,54,"r06050",2021-02-24,162,"s12618",2021-02-25
"3020","c00938","i14817",2021-02-24,"TFKHSDR",0,0,37,74,"r05996",2021-02-24,0,"s12881",2021-02-26
"3021","c00665","i14889",2021-02-24,"QHLCGDQ",2,0,26,52,"r06011",2021-02-24,104,"s12882",2021-02-26
"3022","c00700","i15005",2021-02-24,"DJYHXZE",2,0,27,81,"r06034",2021-02-24,162,"s12883",2021-02-26
"3023","c00499","i15006",2021-02-24,"YTEAFJC",4,0,30,90,"r06035",2021-02-24,360,"s12884",2021-02-26
"3024","c00893","i14961",2021-02-24,"FVTENNB",2,0,23,69,"r06027",2021-02-24,138,"s13162",2021-02-27
"3025","c00073","i15034",2021-02-24,"MSGVMAQ",2,0,21,63,"r06042",2021-02-24,126,"s13163",2021-02-27
"3026","c00532","i14976",2021-02-24,"KLXJSDK",1,1,30,30,"r06029",2021-02-24,30,"s13390",2021-02-28
"3027","c00808","i14836",2021-02-24,"AGEZHXM",2,0,35,105,"r06000",2021-02-24,210,"s13652",2021-03-01
"3028","c00775","i14877",2021-02-24,"JZYSCOB",1,0,29,87,"r06008",2021-02-24,87,"s13653",2021-03-01
"3029","c00914","i14887",2021-02-24,"ITYQURY",1,0,31,31,"r06010",2021-02-24,31,"s13654",2021-03-01
"3030","c00622","i14925",2021-02-24,"CQWSBHP",0,0,32,64,"r06021",2021-02-24,0,"s13655",2021-03-01
"3031","c00417","i15038",2021-02-24,"VAAYGVB",0,0,28,56,"r06043",2021-02-24,0,"s13656",2021-03-01
"3032","c00713","i15051",2021-02-24,"QJSPMCX",3,0,22,44,"r06048",2021-02-24,132,"s13657",2021-03-01
"3033","c00265","i14902",2021-02-24,"DGRQBWZ",3,1,25,75,"r06014",2021-02-24,225,"s13910",2021-03-02
"3034","c00546","i15001",2021-02-24,"UVAFIBT",1,0,28,84,"r06033",2021-02-24,84,"s13911",2021-03-02
"3035","c00550","i14909",2021-02-24,"SFXIKRR",2,0,24,24,"r06015",2021-02-24,48,"s14140",2021-03-03
"3036","c00194","i15028",2021-02-24,"XUNWJQA",2,0,28,84,"r06040",2021-02-24,168,"s14141",2021-03-03
"3037","c00501","i15033",2021-02-24,"YBKUMMI",2,0,33,99,"r06041",2021-02-24,198,"s14142",2021-03-03
"3038","c00258","i15052",2021-02-24,"IDOFTRN",5,0,26,130,"r06049",2021-02-24,650,"s14143",2021-03-03
