"","sku","date","stock_on_hand"
"7731","CBDBJSH",2021-07-11,112
"7732","CBDBJSH",2021-07-15,111
"7733","CBDBJSH",2021-07-15,108
"7734","CBDBJSH",2021-07-24,105
"7735","CBDBJSH",2021-07-26,105
"7736","CBDBJSH",2021-07-26,103
"7737","CBDBJSH",2021-07-31,99
"7738","CBDBJSH",2021-08-03,95
"7739","CBDBJSH",2021-08-04,93
"7740","CBDBJSH",2021-08-04,90
"7741","CBDBJSH",2021-08-06,87
"7742","CBDBJSH",2021-08-14,86
"7743","CBDBJSH",2021-08-16,85
"7744","CBDBJSH",2021-08-17,84
"7745","CBDBJSH",2021-08-20,82
"7746","CBDBJSH",2021-09-03,79
"7747","CBDBJSH",2021-09-11,76
"7748","CBDBJSH",2021-09-16,73
"7749","CBDBJSH",2021-09-18,72
"7750","CBDBJSH",2021-09-18,69
"7751","CBDBJSH",2021-10-05,67
"7752","CBDBJSH",2021-10-07,64
"7753","CBDBJSH",2021-10-14,64
"7754","CBDBJSH",2021-10-21,61
"7755","CBDBJSH",2021-11-05,55
"7756","CBDBJSH",2021-11-08,51
"7757","CBDBJSH",2021-11-15,50
"7758","CBDBJSH",2021-11-28,48
"7759","CBDBJSH",2021-11-29,142
"7760","CBDBJSH",2021-11-30,139
"7761","CBDBJSH",2021-12-01,137
"7762","CBDBJSH",2021-12-03,134
"7763","CBDBJSH",2021-12-10,133
"7764","CBDBJSH",2021-12-21,132
"7765","CBDBJSH",2021-12-24,131
"7766","CBDBJSH",2021-12-29,128
"7767","CCEXJHP",2021-01-01,96
"7768","CCEXJHP",2021-01-01,94
"7769","CCEXJHP",2021-01-02,90
"7770","CCEXJHP",2021-01-03,89
"7771","CCEXJHP",2021-01-03,88
"7772","CCEXJHP",2021-01-09,88
"7773","CCEXJHP",2021-01-12,87
"7774","CCEXJHP",2021-01-14,85
"7775","CCEXJHP",2021-01-15,83
"7776","CCEXJHP",2021-01-15,81
"7777","CCEXJHP",2021-01-18,80
"7778","CCEXJHP",2021-01-20,78
"7779","CCEXJHP",2021-01-30,77
"7780","CCEXJHP",2021-01-30,77
"7781","CCEXJHP",2021-01-31,76
"7782","CCEXJHP",2021-02-03,72
"7783","CCEXJHP",2021-02-03,69
"7784","CCEXJHP",2021-02-03,68
"7785","CCEXJHP",2021-02-05,65
"7786","CCEXJHP",2021-02-06,64
"7787","CCEXJHP",2021-02-12,61
"7788","CCEXJHP",2021-02-19,61
"7789","CCEXJHP",2021-02-19,60
"7790","CCEXJHP",2021-02-20,58
"7791","CCEXJHP",2021-02-20,57
"7792","CCEXJHP",2021-03-10,56
"7793","CCEXJHP",2021-03-12,54
"7794","CCEXJHP",2021-03-19,52
"7795","CCEXJHP",2021-03-22,48
"7796","CCEXJHP",2021-03-22,146
"7797","CCEXJHP",2021-03-31,143
"7798","CCEXJHP",2021-04-09,140
"7799","CCEXJHP",2021-04-20,140
"7800","CCEXJHP",2021-04-24,140
"7801","CCEXJHP",2021-05-03,137
"7802","CCEXJHP",2021-05-05,136
"7803","CCEXJHP",2021-05-12,132
"7804","CCEXJHP",2021-05-12,130
"7805","CCEXJHP",2021-05-14,128
"7806","CCEXJHP",2021-05-21,127
"7807","CCEXJHP",2021-05-22,125
"7808","CCEXJHP",2021-05-28,124
"7809","CCEXJHP",2021-06-01,120
"7810","CCEXJHP",2021-06-06,120
"7811","CCEXJHP",2021-06-07,117
"7812","CCEXJHP",2021-06-09,115
"7813","CCEXJHP",2021-06-12,112
"7814","CCEXJHP",2021-06-13,112
"7815","CCEXJHP",2021-06-14,109
"7816","CCEXJHP",2021-06-14,108
"7817","CCEXJHP",2021-06-19,104
"7818","CCEXJHP",2021-06-21,104
"7819","CCEXJHP",2021-06-22,102
"7820","CCEXJHP",2021-06-24,101
"7821","CCEXJHP",2021-06-29,97
"7822","CCEXJHP",2021-06-30,96
"7823","CCEXJHP",2021-07-02,96
"7824","CCEXJHP",2021-07-06,94
"7825","CCEXJHP",2021-07-07,91
"7826","CCEXJHP",2021-07-12,91
"7827","CCEXJHP",2021-07-14,87
"7828","CCEXJHP",2021-07-19,87
"7829","CCEXJHP",2021-07-21,85
"7830","CCEXJHP",2021-07-23,84
"7831","CCEXJHP",2021-07-27,81
"7832","CCEXJHP",2021-07-27,77
"7833","CCEXJHP",2021-07-31,76
"7834","CCEXJHP",2021-08-01,74
"7835","CCEXJHP",2021-08-02,73
"7836","CCEXJHP",2021-08-06,72
"7837","CCEXJHP",2021-08-07,71
"7838","CCEXJHP",2021-08-09,70
"7839","CCEXJHP",2021-08-10,67
"7840","CCEXJHP",2021-08-18,64
"7841","CCEXJHP",2021-08-20,62
"7842","CCEXJHP",2021-08-24,60
"7843","CCEXJHP",2021-08-24,56
"7844","CCEXJHP",2021-08-25,54
"7845","CCEXJHP",2021-08-26,53
"7846","CCEXJHP",2021-08-28,50
"7847","CCEXJHP",2021-08-28,50
"7848","CCEXJHP",2021-08-28,47
"7849","CCEXJHP",2021-09-03,142
"7850","CCEXJHP",2021-09-04,140
"7851","CCEXJHP",2021-09-08,139
"7852","CCEXJHP",2021-09-15,138
"7853","CCEXJHP",2021-09-20,137
"7854","CCEXJHP",2021-09-27,133
"7855","CCEXJHP",2021-10-03,132
"7856","CCEXJHP",2021-10-10,130
"7857","CCEXJHP",2021-10-20,129
"7858","CCEXJHP",2021-10-27,126
"7859","CCEXJHP",2021-10-29,125
"7860","CCEXJHP",2021-11-01,120
"7861","CCEXJHP",2021-11-02,120
"7862","CCEXJHP",2021-11-14,115
"7863","CCEXJHP",2021-11-15,113
"7864","CCEXJHP",2021-11-24,111
"7865","CCEXJHP",2021-11-30,109
"7866","CCEXJHP",2021-12-15,106
"7867","CCEXJHP",2021-12-19,105
"7868","CCEXJHP",2021-12-20,101
"7869","CCEXJHP",2021-12-20,99
"7870","CCEXJHP",2021-12-21,98
"7871","CCEXJHP",2021-12-22,98
"7872","CCEXJHP",2021-12-22,95
"7873","CCEXJHP",2021-12-26,92
"7874","CCGLSLH",2021-01-04,114
"7875","CCGLSLH",2021-02-08,112
"7876","CCGLSLH",2021-02-09,113
"7877","CCGLSLH",2021-02-09,113
"7878","CCGLSLH",2021-02-12,110
"7879","CCGLSLH",2021-02-12,102
"7880","CCGLSLH",2021-02-13,99
"7881","CCGLSLH",2021-02-26,97
"7882","CCGLSLH",2021-03-03,96
"7883","CCGLSLH",2021-03-17,94
"7884","CCGLSLH",2021-03-20,91
"7885","CCGLSLH",2021-03-22,91
"7886","CCGLSLH",2021-03-22,86
"7887","CCGLSLH",2021-03-22,86
"7888","CCGLSLH",2021-03-29,82
"7889","CCGLSLH",2021-03-30,80
"7890","CCGLSLH",2021-04-01,80
"7891","CCGLSLH",2021-04-15,78
"7892","CCGLSLH",2021-04-23,73
"7893","CCGLSLH",2021-04-24,72
"7894","CCGLSLH",2021-04-27,70
"7895","CCGLSLH",2021-04-29,69
"7896","CCGLSLH",2021-05-03,65
"7897","CCGLSLH",2021-05-04,61
"7898","CCGLSLH",2021-05-19,59
"7899","CCGLSLH",2021-05-22,58
"7900","CCGLSLH",2021-05-23,56
"7901","CCGLSLH",2021-05-24,52
"7902","CCGLSLH",2021-05-25,50
"7903","CCGLSLH",2021-06-03,49
"7904","CCGLSLH",2021-06-04,149
"7905","CCGLSLH",2021-06-09,147
"7906","CCGLSLH",2021-06-10,144
"7907","CCGLSLH",2021-06-17,143
"7908","CCGLSLH",2021-06-18,142
"7909","CCGLSLH",2021-06-23,140
"7910","CCGLSLH",2021-06-26,137
"7911","CCGLSLH",2021-07-03,133
"7912","CCGLSLH",2021-07-10,131
"7913","CCGLSLH",2021-07-24,130
"7914","CCGLSLH",2021-07-25,129
"7915","CCGLSLH",2021-07-27,124
"7916","CCGLSLH",2021-07-29,122
"7917","CCGLSLH",2021-07-30,120
"7918","CCGLSLH",2021-07-31,117
"7919","CCGLSLH",2021-08-02,115
"7920","CCGLSLH",2021-08-04,114
"7921","CCGLSLH",2021-08-05,112
"7922","CCGLSLH",2021-08-06,111
"7923","CCGLSLH",2021-08-10,108
"7924","CCGLSLH",2021-08-12,105
"7925","CCGLSLH",2021-08-18,103
"7926","CCGLSLH",2021-08-22,101
"7927","CCGLSLH",2021-08-22,99
"7928","CCGLSLH",2021-08-29,95
"7929","CCGLSLH",2021-09-02,94
"7930","CCGLSLH",2021-09-12,91
"7931","CCGLSLH",2021-09-13,91
"7932","CCGLSLH",2021-09-14,88
"7933","CCGLSLH",2021-09-15,87
"7934","CCGLSLH",2021-09-17,85
"7935","CCGLSLH",2021-09-24,82
"7936","CCGLSLH",2021-09-26,80
"7937","CCGLSLH",2021-09-29,79
"7938","CCGLSLH",2021-10-01,78
"7939","CCGLSLH",2021-10-06,76
"7940","CCGLSLH",2021-10-10,74
"7941","CCGLSLH",2021-10-10,71
"7942","CCGLSLH",2021-10-11,69
"7943","CCGLSLH",2021-10-14,67
"7944","CCGLSLH",2021-10-21,67
"7945","CCGLSLH",2021-11-01,66
"7946","CCGLSLH",2021-11-03,64
"7947","CCGLSLH",2021-11-04,62
"7948","CCGLSLH",2021-11-07,59
"7949","CCGLSLH",2021-11-08,58
"7950","CCGLSLH",2021-11-09,55
"7951","CCGLSLH",2021-11-10,54
"7952","CCGLSLH",2021-11-24,52
"7953","CCGLSLH",2021-11-25,51
"7954","CCGLSLH",2021-12-06,46
"7955","CCGLSLH",2021-12-14,147
"7956","CCGLSLH",2021-12-16,142
"7957","CCGLSLH",2021-12-18,141
"7958","CCGLSLH",2021-12-19,141
"7959","CCGLSLH",2021-12-21,138
"7960","CCGLSLH",2021-12-21,134
"7961","CCGLSLH",2021-12-26,132
"7962","CDFGTPX",2021-01-01,85
"7963","CDFGTPX",2021-01-02,85
"7964","CDFGTPX",2021-01-04,85
"7965","CDFGTPX",2021-01-05,84
"7966","CDFGTPX",2021-01-06,83
"7967","CDFGTPX",2021-01-08,82
"7968","CDFGTPX",2021-01-10,81
"7969","CDFGTPX",2021-01-19,79
"7970","CDFGTPX",2021-01-25,77
"7971","CDFGTPX",2021-01-25,74
"7972","CDFGTPX",2021-02-01,70
"7973","CDFGTPX",2021-02-09,68
"7974","CDFGTPX",2021-02-22,65
"7975","CDFGTPX",2021-02-25,65
"7976","CDFGTPX",2021-02-26,65
"7977","CDFGTPX",2021-02-28,64
"7978","CDFGTPX",2021-03-01,64
"7979","CDFGTPX",2021-03-04,62
"7980","CDFGTPX",2021-03-07,58
"7981","CDFGTPX",2021-03-08,57
"7982","CDFGTPX",2021-03-08,55
"7983","CDFGTPX",2021-03-11,54
"7984","CDFGTPX",2021-03-13,48
"7985","CDFGTPX",2021-03-14,147
"7986","CDFGTPX",2021-03-16,146
"7987","CDFGTPX",2021-03-17,143
"7988","CDFGTPX",2021-03-19,140
"7989","CDFGTPX",2021-03-23,140
"7990","CDFGTPX",2021-03-29,139
"7991","CDFGTPX",2021-04-05,138
"7992","CDFGTPX",2021-04-05,136
"7993","CDFGTPX",2021-04-07,133
"7994","CDFGTPX",2021-04-10,132
"7995","CDFGTPX",2021-04-14,127
"7996","CDFGTPX",2021-04-15,126
"7997","CDFGTPX",2021-04-16,123
"7998","CDFGTPX",2021-04-16,120
"7999","CDFGTPX",2021-04-16,118
"8000","CDFGTPX",2021-04-19,115
"8001","CDFGTPX",2021-04-19,113
"8002","CDFGTPX",2021-04-20,111
"8003","CDFGTPX",2021-04-30,109
"8004","CDFGTPX",2021-04-30,107
"8005","CDFGTPX",2021-05-04,106
"8006","CDFGTPX",2021-05-09,103
"8007","CDFGTPX",2021-05-14,101
"8008","CDFGTPX",2021-05-16,99
"8009","CDFGTPX",2021-05-20,95
"8010","CDFGTPX",2021-05-28,92
"8011","CDFGTPX",2021-06-03,92
"8012","CDFGTPX",2021-06-03,91
"8013","CDFGTPX",2021-06-12,89
"8014","CDFGTPX",2021-06-19,85
"8015","CDFGTPX",2021-06-19,84
"8016","CDFGTPX",2021-06-22,84
"8017","CDFGTPX",2021-06-27,82
"8018","CDFGTPX",2021-07-09,79
"8019","CDFGTPX",2021-07-13,77
"8020","CDFGTPX",2021-07-13,76
"8021","CDFGTPX",2021-07-17,75
"8022","CDFGTPX",2021-07-26,74
"8023","CDFGTPX",2021-07-28,71
"8024","CDFGTPX",2021-07-30,69
"8025","CDFGTPX",2021-08-02,64
"8026","CDFGTPX",2021-08-03,63
"8027","CDFGTPX",2021-08-06,59
"8028","CDFGTPX",2021-08-08,58
"8029","CDFGTPX",2021-08-15,55
"8030","CDFGTPX",2021-08-27,52
"8031","CDFGTPX",2021-08-29,51
"8032","CDFGTPX",2021-09-07,49
"8033","CDFGTPX",2021-09-07,147
"8034","CDFGTPX",2021-09-11,146
"8035","CDFGTPX",2021-09-14,141
"8036","CDFGTPX",2021-09-14,140
"8037","CDFGTPX",2021-09-19,139
"8038","CDFGTPX",2021-09-20,137
"8039","CDFGTPX",2021-09-24,136
"8040","CDFGTPX",2021-10-26,135
"8041","CDFGTPX",2021-10-28,132
"8042","CDFGTPX",2021-10-30,131
"8043","CDFGTPX",2021-11-05,129
"8044","CDFGTPX",2021-11-05,124
"8045","CDFGTPX",2021-11-08,122
"8046","CDFGTPX",2021-11-08,120
"8047","CDFGTPX",2021-11-14,118
"8048","CDFGTPX",2021-11-26,116
"8049","CDFGTPX",2021-11-27,115
"8050","CDFGTPX",2021-12-05,112
"8051","CDFGTPX",2021-12-08,112
"8052","CDFGTPX",2021-12-10,108
"8053","CDFGTPX",2021-12-10,107
"8054","CDFGTPX",2021-12-10,102
"8055","CDFGTPX",2021-12-11,102
"8056","CDFGTPX",2021-12-15,100
"8057","CDFGTPX",2021-12-17,101
"8058","CDFGTPX",2021-12-17,96
"8059","CDFGTPX",2021-12-25,92
"8060","CESMDML",2021-01-04,102
"8061","CESMDML",2021-01-04,100
"8062","CESMDML",2021-01-04,97
"8063","CESMDML",2021-01-06,96
"8064","CESMDML",2021-01-07,96
"8065","CESMDML",2021-01-09,92
"8066","CESMDML",2021-01-09,92
"8067","CESMDML",2021-01-12,90
"8068","CESMDML",2021-01-17,88
"8069","CESMDML",2021-01-18,86
"8070","CESMDML",2021-01-23,83
"8071","CESMDML",2021-01-25,80
"8072","CESMDML",2021-01-26,76
"8073","CESMDML",2021-02-05,75
"8074","CESMDML",2021-02-09,72
"8075","CESMDML",2021-02-25,72
"8076","CESMDML",2021-03-03,69
"8077","CESMDML",2021-03-05,69
"8078","CESMDML",2021-03-07,68
"8079","CESMDML",2021-03-11,68
"8080","CESMDML",2021-03-22,67
"8081","CESMDML",2021-03-22,67
"8082","CESMDML",2021-03-26,67
"8083","CESMDML",2021-04-04,64
"8084","CESMDML",2021-04-06,61
"8085","CESMDML",2021-04-08,59
"8086","CESMDML",2021-04-11,58
"8087","CESMDML",2021-04-12,55
"8088","CESMDML",2021-04-14,54
"8089","CESMDML",2021-04-15,53
"8090","CESMDML",2021-04-16,52
"8091","CESMDML",2021-04-18,49
"8092","CESMDML",2021-04-20,147
"8093","CESMDML",2021-04-21,145
"8094","CESMDML",2021-04-24,145
"8095","CESMDML",2021-04-27,143
"8096","CESMDML",2021-04-28,142
"8097","CESMDML",2021-05-05,141
"8098","CESMDML",2021-05-07,140
"8099","CESMDML",2021-05-12,137
"8100","CESMDML",2021-05-15,137
"8101","CESMDML",2021-05-19,134
"8102","CESMDML",2021-05-19,133
"8103","CESMDML",2021-05-29,130
"8104","CESMDML",2021-05-30,127
"8105","CESMDML",2021-05-30,126
"8106","CESMDML",2021-06-03,120
"8107","CESMDML",2021-06-05,114
"8108","CESMDML",2021-06-09,111
"8109","CESMDML",2021-06-14,108
"8110","CESMDML",2021-06-15,106
"8111","CESMDML",2021-07-01,102
"8112","CESMDML",2021-07-01,97
"8113","CESMDML",2021-07-05,94
"8114","CESMDML",2021-07-08,89
"8115","CESMDML",2021-07-16,89
"8116","CESMDML",2021-07-26,87
"8117","CESMDML",2021-07-30,85
"8118","CESMDML",2021-08-19,84
"8119","CESMDML",2021-08-19,84
"8120","CESMDML",2021-08-28,83
"8121","CESMDML",2021-09-04,82
"8122","CESMDML",2021-09-19,74
"8123","CESMDML",2021-09-26,73
"8124","CESMDML",2021-10-03,66
"8125","CESMDML",2021-10-03,66
"8126","CESMDML",2021-10-04,65
"8127","CESMDML",2021-10-08,65
"8128","CESMDML",2021-10-08,61
"8129","CESMDML",2021-10-18,59
"8130","CESMDML",2021-10-21,56
"8131","CESMDML",2021-10-21,56
"8132","CESMDML",2021-10-27,55
"8133","CESMDML",2021-10-28,54
"8134","CESMDML",2021-11-05,54
"8135","CESMDML",2021-11-09,54
"8136","CESMDML",2021-11-14,54
"8137","CESMDML",2021-11-20,52
"8138","CESMDML",2021-11-21,50
"8139","CESMDML",2021-11-25,46
"8140","CESMDML",2021-12-03,141
"8141","CESMDML",2021-12-03,140
"8142","CESMDML",2021-12-11,137
"8143","CESMDML",2021-12-30,134
"8144","CFRAVBY",2021-01-02,110
"8145","CFRAVBY",2021-01-04,109
"8146","CFRAVBY",2021-01-07,108
"8147","CFRAVBY",2021-01-11,108
"8148","CFRAVBY",2021-01-11,106
"8149","CFRAVBY",2021-01-18,104
"8150","CFRAVBY",2021-01-21,104
"8151","CFRAVBY",2021-02-01,99
"8152","CFRAVBY",2021-02-10,99
"8153","CFRAVBY",2021-02-25,98
"8154","CFRAVBY",2021-02-27,95
"8155","CFRAVBY",2021-02-28,94
"8156","CFRAVBY",2021-03-01,92
"8157","CFRAVBY",2021-03-01,90
"8158","CFRAVBY",2021-03-12,87
"8159","CFRAVBY",2021-03-13,84
"8160","CFRAVBY",2021-03-16,83
"8161","CFRAVBY",2021-03-21,82
"8162","CFRAVBY",2021-04-03,79
"8163","CFRAVBY",2021-04-03,77
"8164","CFRAVBY",2021-04-06,75
"8165","CFRAVBY",2021-04-06,73
"8166","CFRAVBY",2021-04-10,68
"8167","CFRAVBY",2021-04-12,68
"8168","CFRAVBY",2021-04-18,67
"8169","CFRAVBY",2021-04-19,65
"8170","CFRAVBY",2021-04-24,65
"8171","CFRAVBY",2021-04-27,64
"8172","CFRAVBY",2021-05-03,61
"8173","CFRAVBY",2021-05-03,61
"8174","CFRAVBY",2021-05-06,60
"8175","CFRAVBY",2021-05-07,58
"8176","CFRAVBY",2021-05-09,58
"8177","CFRAVBY",2021-05-11,53
"8178","CFRAVBY",2021-05-13,51
"8179","CFRAVBY",2021-05-14,49
"8180","CFRAVBY",2021-05-24,145
"8181","CFRAVBY",2021-05-25,141
"8182","CFRAVBY",2021-05-28,141
"8183","CFRAVBY",2021-06-01,141
"8184","CFRAVBY",2021-06-05,139
"8185","CFRAVBY",2021-06-13,137
"8186","CFRAVBY",2021-06-17,137
"8187","CFRAVBY",2021-06-17,134
"8188","CFRAVBY",2021-06-19,134
"8189","CFRAVBY",2021-06-19,132
"8190","CFRAVBY",2021-06-20,131
"8191","CFRAVBY",2021-06-23,131
"8192","CFRAVBY",2021-06-28,129
"8193","CFRAVBY",2021-07-01,127
"8194","CFRAVBY",2021-07-02,127
"8195","CFRAVBY",2021-07-04,125
"8196","CFRAVBY",2021-07-08,119
"8197","CFRAVBY",2021-07-10,119
"8198","CFRAVBY",2021-07-12,116
"8199","CFRAVBY",2021-07-17,114
"8200","CFRAVBY",2021-07-17,113
"8201","CFRAVBY",2021-07-21,110
"8202","CFRAVBY",2021-07-24,109
"8203","CFRAVBY",2021-08-01,107
"8204","CFRAVBY",2021-08-05,107
"8205","CFRAVBY",2021-08-15,103
"8206","CFRAVBY",2021-08-16,99
"8207","CFRAVBY",2021-08-21,99
"8208","CFRAVBY",2021-08-23,96
"8209","CFRAVBY",2021-08-26,96
"8210","CFRAVBY",2021-08-28,91
"8211","CFRAVBY",2021-08-31,90
"8212","CFRAVBY",2021-09-09,89
"8213","CFRAVBY",2021-09-11,85
"8214","CFRAVBY",2021-09-16,84
"8215","CFRAVBY",2021-09-16,82
"8216","CFRAVBY",2021-09-20,76
"8217","CFRAVBY",2021-09-20,73
"8218","CFRAVBY",2021-09-21,73
"8219","CFRAVBY",2021-09-28,68
"8220","CFRAVBY",2021-10-05,66
"8221","CFRAVBY",2021-10-05,65
"8222","CFRAVBY",2021-10-07,63
"8223","CFRAVBY",2021-10-09,62
"8224","CFRAVBY",2021-10-09,60
"8225","CFRAVBY",2021-10-14,60
"8226","CFRAVBY",2021-10-17,60
"8227","CFRAVBY",2021-10-20,55
"8228","CFRAVBY",2021-10-20,54
"8229","CFRAVBY",2021-10-22,52
"8230","CFRAVBY",2021-10-23,50
"8231","CFRAVBY",2021-10-26,47
"8232","CFRAVBY",2021-11-19,144
"8233","CFRAVBY",2021-11-21,141
"8234","CFRAVBY",2021-11-21,139
"8235","CFRAVBY",2021-11-25,139
"8236","CFRAVBY",2021-11-30,136
"8237","CFRAVBY",2021-12-08,135
"8238","CFRAVBY",2021-12-08,132
"8239","CFRAVBY",2021-12-11,128
"8240","CFRAVBY",2021-12-11,125
"8241","CFRAVBY",2021-12-12,125
"8242","CFRAVBY",2021-12-20,124
"8243","CFRAVBY",2021-12-23,121
"8244","CFRAVBY",2021-12-28,120
"8245","CGYEJHC",2021-01-06,89
"8246","CGYEJHC",2021-01-07,82
"8247","CGYEJHC",2021-01-09,78
"8248","CGYEJHC",2021-01-10,76
"8249","CGYEJHC",2021-01-23,76
"8250","CGYEJHC",2021-01-24,73
"8251","CGYEJHC",2021-02-05,71
"8252","CGYEJHC",2021-02-11,69
"8253","CGYEJHC",2021-02-24,67
"8254","CGYEJHC",2021-02-28,66
"8255","CGYEJHC",2021-03-19,64
"8256","CGYEJHC",2021-03-24,61
"8257","CGYEJHC",2021-04-05,59
"8258","CGYEJHC",2021-04-07,55
"8259","CGYEJHC",2021-04-09,53
"8260","CGYEJHC",2021-04-13,52
"8261","CGYEJHC",2021-04-15,49
"8262","CGYEJHC",2021-04-25,145
"8263","CGYEJHC",2021-04-28,143
"8264","CGYEJHC",2021-05-14,141
"8265","CGYEJHC",2021-05-22,137
"8266","CGYEJHC",2021-05-31,134
"8267","CGYEJHC",2021-06-03,132
"8268","CGYEJHC",2021-06-13,131
"8269","CGYEJHC",2021-06-15,126
"8270","CGYEJHC",2021-06-20,126
"8271","CGYEJHC",2021-06-21,122
"8272","CGYEJHC",2021-06-21,121
"8273","CGYEJHC",2021-06-23,117
"8274","CGYEJHC",2021-06-25,114
"8275","CGYEJHC",2021-06-26,113
"8276","CGYEJHC",2021-07-03,112
"8277","CGYEJHC",2021-07-04,109
"8278","CGYEJHC",2021-07-19,107
"8279","CGYEJHC",2021-07-19,106
"8280","CGYEJHC",2021-07-24,104
"8281","CGYEJHC",2021-07-28,100
"8282","CGYEJHC",2021-07-30,97
"8283","CGYEJHC",2021-07-31,95
"8284","CGYEJHC",2021-08-04,93
"8285","CGYEJHC",2021-08-05,90
"8286","CGYEJHC",2021-08-11,89
"8287","CGYEJHC",2021-08-16,87
"8288","CGYEJHC",2021-08-16,83
"8289","CGYEJHC",2021-08-18,82
"8290","CGYEJHC",2021-08-19,82
"8291","CGYEJHC",2021-08-20,76
"8292","CGYEJHC",2021-08-20,74
"8293","CGYEJHC",2021-09-01,71
"8294","CGYEJHC",2021-09-04,70
"8295","CGYEJHC",2021-09-05,68
"8296","CGYEJHC",2021-09-07,63
"8297","CGYEJHC",2021-09-10,59
"8298","CGYEJHC",2021-09-15,58
"8299","CGYEJHC",2021-09-15,55
"8300","CGYEJHC",2021-09-26,54
"8301","CGYEJHC",2021-09-27,52
"8302","CGYEJHC",2021-09-27,50
"8303","CGYEJHC",2021-09-28,49
"8304","CGYEJHC",2021-10-02,144
"8305","CGYEJHC",2021-10-06,144
"8306","CGYEJHC",2021-10-07,140
"8307","CGYEJHC",2021-10-12,134
"8308","CGYEJHC",2021-10-14,130
"8309","CGYEJHC",2021-10-17,127
"8310","CGYEJHC",2021-10-18,121
"8311","CGYEJHC",2021-10-20,113
"8312","CGYEJHC",2021-11-04,111
"8313","CGYEJHC",2021-11-11,109
"8314","CGYEJHC",2021-11-14,107
"8315","CGYEJHC",2021-11-21,105
"8316","CGYEJHC",2021-11-27,103
"8317","CGYEJHC",2021-12-06,100
"8318","CGYEJHC",2021-12-14,98
"8319","CGYEJHC",2021-12-25,97
"8320","CGYEJHC",2021-12-28,94
"8321","CGYEJHC",2021-12-29,92
"8322","CGYEJHC",2021-12-31,90
"8323","CHELCST",2021-01-01,99
"8324","CHELCST",2021-01-04,97
"8325","CHELCST",2021-01-06,96
"8326","CHELCST",2021-01-07,96
"8327","CHELCST",2021-01-10,93
"8328","CHELCST",2021-01-10,90
"8329","CHELCST",2021-01-18,88
"8330","CHELCST",2021-01-30,83
"8331","CHELCST",2021-02-01,79
"8332","CHELCST",2021-02-03,76
"8333","CHELCST",2021-02-07,73
"8334","CHELCST",2021-02-11,71
"8335","CHELCST",2021-02-18,70
"8336","CHELCST",2021-02-20,65
"8337","CHELCST",2021-02-20,62
"8338","CHELCST",2021-02-26,61
"8339","CHELCST",2021-03-02,60
"8340","CHELCST",2021-03-03,57
"8341","CHELCST",2021-03-05,55
"8342","CHELCST",2021-03-05,55
"8343","CHELCST",2021-03-12,53
"8344","CHELCST",2021-03-17,52
"8345","CHELCST",2021-03-27,48
"8346","CHELCST",2021-03-30,148
"8347","CHELCST",2021-04-08,145
"8348","CHELCST",2021-04-18,143
"8349","CHELCST",2021-04-19,141
"8350","CHELCST",2021-04-20,139
"8351","CHELCST",2021-04-29,139
"8352","CHELCST",2021-05-07,137
"8353","CHELCST",2021-05-16,137
"8354","CHELCST",2021-05-16,135
"8355","CHELCST",2021-05-16,129
"8356","CHELCST",2021-05-18,128
"8357","CHELCST",2021-05-19,125
"8358","CHELCST",2021-05-23,123
"8359","CHELCST",2021-05-24,121
"8360","CHELCST",2021-05-25,120
"8361","CHELCST",2021-05-27,119
"8362","CHELCST",2021-06-07,118
"8363","CHELCST",2021-06-13,115
"8364","CHELCST",2021-06-15,113
"8365","CHELCST",2021-06-25,110
"8366","CHELCST",2021-06-25,109
"8367","CHELCST",2021-06-26,106
"8368","CHELCST",2021-06-27,106
"8369","CHELCST",2021-06-27,102
"8370","CHELCST",2021-06-30,101
"8371","CHELCST",2021-07-02,101
"8372","CHELCST",2021-07-02,95
"8373","CHELCST",2021-07-08,94
"8374","CHELCST",2021-07-13,93
"8375","CHELCST",2021-07-15,91
"8376","CHELCST",2021-07-18,87
"8377","CHELCST",2021-07-24,84
"8378","CHELCST",2021-07-28,84
"8379","CHELCST",2021-08-08,84
"8380","CHELCST",2021-08-12,82
"8381","CHELCST",2021-08-15,81
"8382","CHELCST",2021-08-27,75
"8383","CHELCST",2021-08-28,73
"8384","CHELCST",2021-08-29,70
"8385","CHELCST",2021-09-01,67
"8386","CHELCST",2021-09-01,64
"8387","CHELCST",2021-09-04,63
"8388","CHELCST",2021-09-10,60
"8389","CHELCST",2021-09-15,55
"8390","CHELCST",2021-09-16,54
"8391","CHELCST",2021-09-20,52
"8392","CHELCST",2021-09-23,52
"8393","CHELCST",2021-09-23,48
"8394","CHELCST",2021-09-29,148
"8395","CHELCST",2021-09-30,145
"8396","CHELCST",2021-10-02,142
"8397","CHELCST",2021-10-03,140
"8398","CHELCST",2021-10-07,139
"8399","CHELCST",2021-10-07,138
"8400","CHELCST",2021-10-16,136
"8401","CHELCST",2021-10-16,135
"8402","CHELCST",2021-10-24,134
"8403","CHELCST",2021-10-27,130
"8404","CHELCST",2021-10-28,128
"8405","CHELCST",2021-10-30,126
"8406","CHELCST",2021-10-31,124
"8407","CHELCST",2021-11-10,123
"8408","CHELCST",2021-11-11,121
"8409","CHELCST",2021-11-11,119
"8410","CHELCST",2021-11-13,117
"8411","CHELCST",2021-11-13,117
"8412","CHELCST",2021-11-21,113
